"","site1","site2","long1","long2","lat1","lat2","fprop","wprop","gprop","dprop","cprop","riverdist","perennial","intermit","dams"
"74","ARK10","QNWR6",-98.49562,-98.57553,38.31265,38.15858,0.0656061603931303,0.254014894371549,0.631541618116419,0.0216323015350322,0.0272050255838695,59817.2414791728,60690.2528831936,15439.4172611502,0
"75","ARK10","QNWR7",-98.49562,-98.54501,38.31265,38.20189,0.0737513525827211,0.217780055811834,0.654137479355316,0.0237485050401504,0.0305826072099778,53138.8602810419,60690.2528831936,6919.70815810706,0
"76","ARK10","QNWR8",-98.49562,-98.48615,38.31265,38.22254,0.087719298245614,0.183702499491973,0.666327982117456,0.0258754995597101,0.0363747205852469,44045.4933878016,56008.7980979754,0,0
"77","ARK10","RATT2016",-98.49562,-98.38023,38.31265,38.23193,0.129936047101817,0.264947721043549,0.515277636788143,0.0353263628058065,0.0545122322606842,28632.2512491983,36514.6831609635,0,0
"78","ARK10","RATTLE1",-98.49562,-98.922868,38.31265,37.858188,0.0249386297701406,0.262999330506583,0.637971434947556,0.019247935728632,0.0548426690470877,183044.250999799,232652.271888104,0,0
"79","ARK10","RATTLE2",-98.49562,-98.85284,38.31265,37.880905,0.0268409359300254,0.25451852444907,0.650367286483457,0.0189748003442685,0.0492984527931787,169204.07957409,215095.899444086,0,0
"80","ARK10","RATTLE3",-98.49562,-98.878166,38.31265,37.867076,0.0260646465431787,0.252619098524753,0.652160391844351,0.0195144706408288,0.0496413924468892,174782.707097917,222170.83291666,0,0
"81","ARK10","RATTLE4",-98.49562,-98.98591,38.31265,37.83914,0.0234871705052982,0.271372274279709,0.621210263595761,0.0209825729048078,0.0629477187144233,194630.217745016,247334.855171471,0,0
"82","ARK10","RATTLE5",-98.49562,-98.80733,38.31265,37.97086,0.0310229954194235,0.236663119418868,0.670892518391709,0.0181603664461204,0.0432610003238791,145553.91697126,185069.730006704,0,0
"83","ARK10","RATTLE6",-98.49562,-98.71805,38.31265,38.08023,0.0387321895899971,0.193253852864205,0.720761849374818,0.0189589997092178,0.0282931084617621,110963.703064964,141098.213609662,0,0
"84","ARK10","RATTLE7",-98.49562,-98.71077,38.31265,38.08563,0.0390718958082778,0.194831480449385,0.718518083951776,0.0190372825672465,0.0285412572233141,110061.492161044,139951.196043843,0,0
"85","ARK10","RATTLE8",-98.49562,-98.67424,38.31265,38.08025,0.040958150118385,0.202392300359768,0.707819562744073,0.0189108575997048,0.0299191291780696,105168.020248833,133728.529310822,0,0
"86","ARK10","RATTLE9",-98.49562,-98.546,38.31265,38.09336,0.0533739381311108,0.242066036223754,0.658078217663087,0.0206363199230646,0.0258454880589838,78253.4435950617,99573.7874994214,0,0
"87","ARK10","SLATE1",-98.49562,-97.642435,38.31265,37.419675,0.175621553476326,0.44606914058815,0.232335360153684,0.0535492225757485,0.0924247232060925,342683.777425058,429090.810638468,3934.0572365306,0
"88","ARK10","SLATE2",-98.49562,-97.749168,38.31265,37.430152,0.178868552412646,0.424668036931911,0.241509249290398,0.052632866790643,0.102321294574402,360536.369498271,449586.498345668,5853.6818737089,0
"89","ARK10","SLATE3",-98.49562,-97.733499,38.31265,37.444234,0.178883050025082,0.428177863304797,0.238825977187312,0.0528787243316146,0.101234385151194,357361.462022065,447500.491274908,3934.0572365306,0
"90","ARK10","SLATE4",-98.49562,-97.731541,38.31265,37.445164,0.178872230592536,0.428664344933765,0.23858687150608,0.0528235400663587,0.10105301290126,356903.211699644,446922.819919152,3934.0572365306,0
"91","ARK10","WALNUT",-98.49562,-98.68261,38.31265,38.35423,0.202215743440233,0.452944606413994,0.18402332361516,0.00909620991253644,0.151720116618076,23809.1163152134,30133.0821210761,257.24963661926,0
"92","ARK11","ARK13",-98.27055,-97.36924,38.19434,37.69531,0.187096464488875,0.472337565705782,0.278448503468305,0.0487722919616926,0.013345174375345,117176.724710746,148763.691379609,0,0
"93","ARK11","ARK14",-98.27055,-97.36298,38.19434,37.70825,0.189947812515242,0.475198751402234,0.281373457542799,0.0399209871726089,0.013558991367117,115314.947316776,146406.874844815,0,0
"94","ARK11","ARK15",-98.27055,-97.28796,38.19434,37.56599,0.171086832913654,0.46300056859719,0.261047031110389,0.0935139306311429,0.0113516367476241,138538.454731934,175788.882433966,0,0
"95","ARK11","ARK16",-98.27055,-98.2065,38.19434,38.16953,0.117171717171717,0.330976430976431,0.469023569023569,0.0296296296296296,0.0531986531986532,8126.80594501469,10362.7784325477,0,0
"96","ARK11","ARK17",-98.27055,-98.11185,38.19434,38.14462,0.175533469745688,0.334405144694534,0.447822274188834,0.0150540777550424,0.0271850336159018,18959.7724831626,24145.2371401802,0,0
"97","ARK11","ARK18",-98.27055,-98.08771,38.19434,38.13102,0.16818067120868,0.350618218521322,0.438808983093616,0.0175372192783245,0.024854907898057,21972.9267627707,27976.3608258491,0,0
"98","ARK11","ARK19",-98.27055,-97.866691,38.19434,37.984674,0.162055992032754,0.379495407768065,0.399247537899745,0.0433772269558482,0.0158238353435875,50300.105760907,64007.1962249308,0,0
"99","ARK11","ARK22",-98.27055,-97.30173,38.19434,37.58532,0.171093036766537,0.460432401029131,0.263092372811022,0.0935762303925637,0.011805959000747,135506.81417879,171962.23322837,0,0
"100","ARK11","ARK23",-98.27055,-97.29301,38.19434,37.57336,0.171121791594233,0.461151446978219,0.262705798138869,0.0935883014623172,0.0114326618263626,137457.635028539,174414.902349437,0,0
"101","ARK11","ARK4",-98.27055,-98.684,38.19434,38.35282,0.162589498806683,0.370873110580748,0.352476133651551,0.0210322195704057,0.0930290373906126,56298.9306318735,71539.5595657886,257.24963661926,0
"102","ARK11","ARK5",-98.27055,-98.58244,38.19434,38.33884,0.154007500158902,0.340049577321553,0.402275471937965,0.0250429034513443,0.0786245471302358,43923.7860158893,56006.2068096675,0,0
"103","ARK11","ARK6",-98.27055,-98.46499,38.19434,38.29079,0.143321482986287,0.308989334687659,0.477196546470289,0.0283392585068563,0.0421533773489081,27527.1656499582,35087.0302471111,0,0
"104","ARK11","ARK7",-98.27055,-98.41589,38.19434,38.26933,0.150137362637363,0.317582417582418,0.471978021978022,0.0184065934065934,0.0418956043956044,20348.3834344236,25932.4755390167,0,0
"105","ARK11","ARK8",-98.27055,-98.36144,38.19434,38.23219,0.103520148216767,0.321908290875405,0.551875868457619,0.0164427975914775,0.00625289485873089,11989.1347505245,15277.4285788559,0,0
"106","ARK11","ARK9",-98.27055,-98.3203,38.19434,38.20866,0.167811579980373,0.328753680078508,0.47693817468106,0.013738959764475,0.0127576054955839,5521.7986850962,7040.14299047496,0,0
"107","ARK11","CARYP",-98.27055,-97.92588,38.19434,38.0271,0.146237824410015,0.361051186507158,0.431195659279597,0.0460874681310061,0.0154278616722233,42553.9694095101,54171.3755319617,0,0
"108","ARK11","CCDC",-98.27055,-97.96673,38.19434,38.07059,0.139854536489152,0.327046351084813,0.418823964497041,0.0996671597633136,0.0146079881656805,44962.0596802337,57236.7519768098,0,0
"109","ARK11","CNCSC",-98.27055,-97.100633,38.19434,37.089866,0.152261797812186,0.581527770438091,0.187628811499234,0.0649077841779845,0.0136738360725044,215778.708490035,273085.175783828,0,0
"110","ARK11","COW1",-98.27055,-97.84379,38.19434,37.98472,0.168720127456187,0.381518852894318,0.390440785979819,0.042113648433351,0.017206585236325,52290.7313948089,66534.1245358718,0,0
"111","ARK11","KAWN",-98.27055,-96.972951,38.19434,37.045428,0.142425405947707,0.604766092374004,0.177675662955027,0.0623629810371948,0.0127698576860671,230302.174169177,291291.344712591,0,0
"112","ARK11","PECK",-98.27055,-98.24692,38.19434,38.1588,0.10781990521327,0.218898104265403,0.50207345971564,0.0225118483412322,0.148696682464455,9946.29277630663,12678.6241993019,0,0
"113","ARK11","QNWR1",-98.27055,-98.50794,38.19434,38.10052,0.0293056079297527,0.238754511662986,0.711900016161181,0.0127673328664548,0.00727253137962614,59848.4862412832,76109.8100942982,0,0
"114","ARK11","QNWR2",-98.27055,-98.5,38.19434,38.13263,0.0284206676767149,0.203751110182331,0.732511363042683,0.017919648921164,0.0173972101771067,61506.2781660541,78230.7339254006,0,0
"115","ARK11","QNWR3",-98.27055,-98.543289,38.19434,38.158178,0.0345886205485059,0.26981852913085,0.68167553554373,0.0120753172329104,0.00184199754400327,44568.6118493325,43360.1610678779,13330.5160766303,0
"116","ARK11","QNWR4",-98.27055,-98.55292,38.19434,38.16189,0.0352107785262865,0.270991041044517,0.680533370372943,0.0113896798388777,0.00187513021737621,44050.4747889631,43360.1610678779,12690.6040818983,0
"117","ARK11","QNWR5",-98.27055,-98.55656,38.19434,38.1604,0.034898127753304,0.276500550660793,0.675454295154185,0.0112885462555066,0.00185848017621145,44409.6712691343,43360.1610678779,13141.0710928716,0
"118","ARK11","QNWR6",-98.27055,-98.57553,38.19434,38.15858,0.0338157806976589,0.241512705929434,0.711265257119989,0.011605415860735,0.00180084039218302,46236.8081379395,43360.1610678779,15439.4172611502,0
"119","ARK11","QNWR7",-98.27055,-98.54501,38.19434,38.20189,0.0395691875439007,0.189729181300242,0.755794895808944,0.0127995005072973,0.00210723483961602,39558.4269398087,43360.1610678779,6919.70815810706,0
"120","ARK11","QNWR8",-98.27055,-98.48615,38.19434,38.22254,0.0506139562743336,0.131676150544075,0.802136368174104,0.0128781072177299,0.00269541778975741,30465.0600465683,38678.7062826598,0,0
"121","ARK11","RATT2016",-98.27055,-98.38023,38.19434,38.23193,0.0963761018609207,0.238393731635651,0.641332027424094,0.0186092066601371,0.00528893241919687,15051.8179079651,19184.5913456479,0,0
"122","ARK11","RATTLE1",-98.27055,-98.922868,38.19434,37.858188,0.0112797291233223,0.260045690042018,0.662974748092849,0.0159507200261086,0.0497491127157019,169463.817658565,215322.180072789,0,0
"123","ARK11","RATTLE2",-98.27055,-98.85284,38.19434,37.880905,0.0122304544951896,0.250425743669136,0.678779166205905,0.0153710051973902,0.0431936304323786,155623.646232857,197765.80762877,0,0
"124","ARK11","RATTLE3",-98.27055,-98.878166,38.19434,37.867076,0.0118407811061388,0.248463696122305,0.67984926021883,0.0160803374515556,0.0437659251011712,161202.273756684,204840.741101345,0,0
"125","ARK11","RATTLE4",-98.27055,-98.98591,38.19434,37.83914,0.0105637165943953,0.269365221876254,0.643106840627328,0.0180519207625743,0.0589123001394487,181049.784403782,230004.763356155,0,0
"126","ARK11","RATTLE5",-98.27055,-98.80733,38.19434,37.97086,0.0143711018711019,0.229651767151767,0.706808731808732,0.0138253638253638,0.0353430353430353,131973.483630027,167739.638191388,0,0
"127","ARK11","RATTLE6",-98.27055,-98.71805,38.19434,38.08023,0.0183510997166374,0.17720280663878,0.775367696667116,0.0134597220348131,0.0156186749426528,97383.269723731,123768.121794347,0,0
"128","ARK11","RATTLE7",-98.27055,-98.71077,38.19434,38.08563,0.0185380814448799,0.178872039529732,0.773317430567388,0.0134946328164934,0.0157778156415062,96481.0588198106,122621.104228528,0,0
"129","ARK11","RATTLE8",-98.27055,-98.67424,38.19434,38.08025,0.0195859585958596,0.186822682268227,0.763888388838884,0.013033303330333,0.0166696669666967,91587.5869075995,116398.437495507,0,0
"130","ARK11","RATTLE9",-98.27055,-98.546,38.19434,38.09336,0.0269173676397823,0.229985155863434,0.723453735774369,0.0129638792676893,0.00667986145472538,64673.0102538284,82243.6956841057,0,0
"131","ARK11","SLATE1",-98.27055,-97.642435,38.19434,37.419675,0.180256285852907,0.461019625750354,0.205352131434497,0.0562135525176708,0.0971584044445713,310420.311546516,387973.110104106,3934.0572365306,0
"132","ARK11","SLATE2",-98.27055,-97.749168,38.19434,37.430152,0.183588617505715,0.436598930866286,0.216931550243885,0.0550585863676452,0.107822315016469,328272.903619729,408468.797811305,5853.6818737089,0
"133","ARK11","SLATE3",-98.27055,-97.733499,38.19434,37.444234,0.183647707355171,0.440583763951577,0.213744062917185,0.0553522290737697,0.106672236702297,325097.996143523,406382.790740546,3934.0572365306,0
"134","ARK11","SLATE4",-98.27055,-97.731541,38.19434,37.445164,0.183641736758354,0.441136621959536,0.213448511025233,0.0552943850875199,0.106478745169357,324639.745821102,405805.11938479,3934.0572365306,0
"135","ARK11","WALNUT",-98.27055,-98.68261,38.19434,38.35423,0.162719976070592,0.370507004337205,0.352709506954484,0.0210877910165013,0.0929757216212174,56072.5821937554,71250.4712255552,257.24963661926,0
"136","ARK13","ARK14",-97.36924,-97.36298,37.69531,37.70825,0.00832177531206657,0.29126213592233,0.087378640776699,0.613037447988904,0,1861.77739396995,2356.8165254842,0,0
"137","ARK13","ARK15",-97.36924,-97.28796,37.69531,37.56599,0.0824068018312623,0.410464355788097,0.164682799215173,0.342053629823414,0.00039241334205363,21361.7300211883,27025.1910400934,0,0
"138","ARK13","ARK16",-97.36924,-98.2065,37.69531,38.16953,0.192233260224487,0.482957037801574,0.26414656173397,0.0503934976132112,0.0102696426267578,109049.918765731,138405.879870059,0,0
"139","ARK13","ARK17",-97.36924,-98.11185,37.69531,38.14462,0.189048165137615,0.499512614678899,0.245240825688073,0.0555905963302752,0.0106077981651376,98216.9522275834,124621.312025628,0,0
"140","ARK13","ARK18",-97.36924,-98.08771,37.69531,38.13102,0.191325700423064,0.500784000473359,0.240791692553475,0.0564776190053549,0.0106209875447472,95203.7979479752,120787.278119933,0,0
"141","ARK13","ARK19",-97.36924,-97.866691,37.69531,37.984674,0.20625528317836,0.542941673710905,0.186010143702451,0.0533812341504649,0.0114116652578191,66876.618949839,84756.4951264105,0,0
