ind,site,meta
2823,SLATE2,Lower Arkansas River
2824,SLATE2,Lower Arkansas River
2825,SLATE3,Lower Arkansas River
2826,SLATE3,Lower Arkansas River
2827,SLATE4,Lower Arkansas River
2828,SLATE4,Lower Arkansas River
2829,SLATE4,Lower Arkansas River
2831,SLATE4,Lower Arkansas River
2832,SLATE4,Lower Arkansas River
2833,SLATE4,Lower Arkansas River
2834,SLATE4,Lower Arkansas River
2835,SLATE4,Lower Arkansas River
2836,SLATE4,Lower Arkansas River
2845,SNAKE,Cimarron River
2846,SNAKE,Cimarron River
2847,SNAKE,Cimarron River
2848,SOLD,Medicine Lodge River
2849,SOLD,Medicine Lodge River
2850,SOLD,Medicine Lodge River
2851,SOLD,Medicine Lodge River
2852,SOLD,Medicine Lodge River
2853,SPNGR1,Spring River
2854,SPNGR1,Spring River
2855,SPNGR1,Spring River
2856,SPNGR1,Spring River
2857,SPNGR1,Spring River
2858,SPNGR1,Spring River
2859,SPNGR1,Spring River
2860,SPNGR1,Spring River
2861,SPNGR1,Spring River
2862,SPNGR1,Spring River
2865,SPRINGSG,South Fork Ninnescah River
2866,SPRINGSG,South Fork Ninnescah River
2867,SPRINGSG,South Fork Ninnescah River
2868,SPRINGSG,South Fork Ninnescah River
2869,SPRINGSG,South Fork Ninnescah River
2870,SPRINGSG,South Fork Ninnescah River
2871,SPRINGSG,South Fork Ninnescah River
2872,SPRINGSG,South Fork Ninnescah River
2873,SPRINGSG,South Fork Ninnescah River
2874,SPRINGSG,South Fork Ninnescah River
2875,STSC1,Spring River
2876,STSC1,Spring River
2877,STSC1,Spring River
2878,STSC1,Spring River
2881,STSC1,Spring River
2882,STSC1,Spring River
2883,STSC1,Spring River
2885,TBSY,Cimarron River
2886,TBSY,Cimarron River
2887,TCHA,Medicine Lodge River
2888,TCHA,Medicine Lodge River
2889,TCHA,Medicine Lodge River
2890,TCHA,Medicine Lodge River
2891,TCHA,Medicine Lodge River
2892,TEASLY,South Fork Ninnescah River
2893,TEASLY,South Fork Ninnescah River
2894,TEASLY,South Fork Ninnescah River
2895,TEASLY,South Fork Ninnescah River
2896,TEASLY,South Fork Ninnescah River
2897,TNFN1,North Fork Ninnescah River
2898,TNFN1,North Fork Ninnescah River
2899,TNFN1,North Fork Ninnescah River
2900,TNFN1,North Fork Ninnescah River
2901,TNFN1,North Fork Ninnescah River
2902,TNFN1,North Fork Ninnescah River
2903,TNFN1,North Fork Ninnescah River
2904,TNFN1,North Fork Ninnescah River
2905,TNFN1,North Fork Ninnescah River
2906,TNFN1,North Fork Ninnescah River
2917,TNFNHWY50,North Fork Ninnescah River
2918,TNFNHWY50,North Fork Ninnescah River
2919,TNFNHWY50,North Fork Ninnescah River
2920,TNFNHWY50,North Fork Ninnescah River
2921,TNFNHWY50,North Fork Ninnescah River
2922,TNFNHWY50,North Fork Ninnescah River
2923,TNFNHWY50,North Fork Ninnescah River
2924,TNFNHWY50,North Fork Ninnescah River
2925,TNFNHWY50,North Fork Ninnescah River
2926,TNFNHWY50,North Fork Ninnescah River
2932,TURKY,Medicine Lodge River
2933,TURKY,Medicine Lodge River
2934,TURKY,Medicine Lodge River
2935,TURKY,Medicine Lodge River
2936,TURKY,Medicine Lodge River
2937,TURKY,Medicine Lodge River
2938,TURKY,Medicine Lodge River
2939,TURKY,Medicine Lodge River
2940,TURKY,Medicine Lodge River
2941,TURKY,Medicine Lodge River
2952,USMC,South Fork Ninnescah River
2953,USMC,South Fork Ninnescah River
2954,USMC,South Fork Ninnescah River
2955,USMC,South Fork Ninnescah River
2956,USMC,South Fork Ninnescah River
2957,USMC,South Fork Ninnescah River
2958,USMC,South Fork Ninnescah River
2959,USMC,South Fork Ninnescah River
2960,USMC,South Fork Ninnescah River
2961,USMC,South Fork Ninnescah River
2972,WALNUT,Lower Arkansas River
2973,WALNUT,Lower Arkansas River
2974,WALNUT,Lower Arkansas River
2975,WALNUT,Lower Arkansas River
2976,WALNUT,Lower Arkansas River
2977,WALNUT,Lower Arkansas River
2978,WALNUT,Lower Arkansas River
2979,WALNUT,Lower Arkansas River
2980,WELM,Medicine Lodge River
2981,WELM,Medicine Lodge River
2982,WELM,Medicine Lodge River
2983,WELM,Medicine Lodge River
2984,WELM,Medicine Lodge River
2985,WOLF01,North Fork Ninnescah River
2986,WOLF01,North Fork Ninnescah River
2987,WOLF01,North Fork Ninnescah River
2988,WOLF01,North Fork Ninnescah River
2989,WOLF01,North Fork Ninnescah River
2990,WOLF01,North Fork Ninnescah River
2991,WOLF01,North Fork Ninnescah River
2992,WOLF01,North Fork Ninnescah River
2994,WSU1,South Fork Ninnescah River
2995,WSU1,South Fork Ninnescah River
2996,WSU1,South Fork Ninnescah River
2997,WSU1,South Fork Ninnescah River
2998,WSU1,South Fork Ninnescah River
2999,WSU1,South Fork Ninnescah River
3000,WSU1,South Fork Ninnescah River
3001,WSU1,South Fork Ninnescah River
3002,WSU1,South Fork Ninnescah River
3003,WSU1,South Fork Ninnescah River
3014,WSU2,South Fork Ninnescah River
3015,WSU2,South Fork Ninnescah River
3016,WSU2,South Fork Ninnescah River
3017,WSU2,South Fork Ninnescah River
3018,WSU2,South Fork Ninnescah River
3019,WSU3,South Fork Ninnescah River
3020,WSU3,South Fork Ninnescah River
3021,WSU3,South Fork Ninnescah River
3022,WSU3,South Fork Ninnescah River
3023,WSU3,South Fork Ninnescah River
3024,WSU3,South Fork Ninnescah River
3025,WSU3,South Fork Ninnescah River
3026,WSU3,South Fork Ninnescah River
3027,WSU3,South Fork Ninnescah River
3028,WSU3,South Fork Ninnescah River
3039,WSU4,South Fork Ninnescah River
3040,WSU4,South Fork Ninnescah River
3041,WSU4,South Fork Ninnescah River
3042,WSU4,South Fork Ninnescah River
3043,WSU4,South Fork Ninnescah River
3044,WSU4,South Fork Ninnescah River
3045,WSU4,South Fork Ninnescah River
3046,WSU4,South Fork Ninnescah River
3047,WSU4,South Fork Ninnescah River
3048,WSU4,South Fork Ninnescah River
3059,ZANG,South Fork Ninnescah River
3060,ZANG,South Fork Ninnescah River
3061,ZANG,South Fork Ninnescah River
3062,ZANG,South Fork Ninnescah River
3063,ZANG,South Fork Ninnescah River
3064,ZANG,South Fork Ninnescah River
3065,ZANG,South Fork Ninnescah River
3066,ZANG,South Fork Ninnescah River
3067,ZANG,South Fork Ninnescah River
3068,ZANG,South Fork Ninnescah River
3080,ZBAR1,Salt Fork Arkansas River
3081,ZBAR2,Salt Fork Arkansas River
3082,ZBAR2,Salt Fork Arkansas River
3083,ZBAR2,Salt Fork Arkansas River
3084,ZBAR2,Salt Fork Arkansas River
3085,ZBAR2,Salt Fork Arkansas River
3086,ZBAR2,Salt Fork Arkansas River
Ecr013,JCC,Upper Arkansas River
Ecr014,JCC,Upper Arkansas River
Ecr015,JCC,Upper Arkansas River
Ecr020,JCC,Upper Arkansas River
Ecr021,JCC,Upper Arkansas River
Ecr022,JCC,Upper Arkansas River
Ecr023,JCC,Upper Arkansas River
Ecr027,JCC,Upper Arkansas River
Ecr029,JCC,Upper Arkansas River
Ecr035,BSC,Big Sandy / Rush Creeks
Ecr036,BSC,Big Sandy / Rush Creeks
Ecr039,BSC,Big Sandy / Rush Creeks
Ecr044,BSC,Big Sandy / Rush Creeks
Ecr046,BSC,Big Sandy / Rush Creeks
Ecr047,BSC,Big Sandy / Rush Creeks
Ecr063,UTFC,Upper Arkansas River
Ecr066,UTFC,Upper Arkansas River
Ecr067,UTFC,Upper Arkansas River
Ecr069,UTFC,Upper Arkansas River
Ecr071,UTFC,Upper Arkansas River
Ecr072,UTFC,Upper Arkansas River
Ecr074,UTFC,Upper Arkansas River
Ecr075,UTFC,Upper Arkansas River
Ecr076,UTFC,Upper Arkansas River
Ecr077,UTFC,Upper Arkansas River
Ecr078,UTFC,Upper Arkansas River
Ecr324,BFC,Middle Arkansas River
Ecr326,BFC,Middle Arkansas River
Ecr330,BFC,Middle Arkansas River
Ecr331,BFC,Middle Arkansas River
Ecr332,BFC,Middle Arkansas River
Ecr333,BFC,Middle Arkansas River
Ecr334,BFC,Middle Arkansas River
Ecr335,BFC,Middle Arkansas River
Ecr336,BFC,Middle Arkansas River
Ecr338,BFC,Middle Arkansas River
Ecr340,BFC,Middle Arkansas River
Ecr341,BFC,Middle Arkansas River
Ecr401,RSHC,Big Sandy / Rush Creeks
Ecr402,RSHC,Big Sandy / Rush Creeks
Ecr403,RSHC,Big Sandy / Rush Creeks
Ecr404,RSHC,Big Sandy / Rush Creeks
Ecr405,RSHC,Big Sandy / Rush Creeks
Ecr406,RSHC,Big Sandy / Rush Creeks
Ecr407,RSHC,Big Sandy / Rush Creeks
Ecr410,RSHC,Big Sandy / Rush Creeks
Ecr411,RSHC,Big Sandy / Rush Creeks
Ecr412,RSHC,Big Sandy / Rush Creeks
Ecr413,RSHC,Big Sandy / Rush Creeks
HESPR1,HESPR,Illinois River
HESPR10,HESPR,Illinois River
HESPR2,HESPR,Illinois River
HESPR3,HESPR,Illinois River
HESPR4,HESPR,Illinois River
HESPR5,HESPR,Illinois River
HESPR6,HESPR,Illinois River
HESPR7,HESPR,Illinois River
HESPR8,HESPR,Illinois River
HESPR9,HESPR,Illinois River
LIBR1,LIBR,Illinois River
LIBR10,LIBR,Illinois River
LIBR2,LIBR,Illinois River
LIBR3,LIBR,Illinois River
LIBR4,LIBR,Illinois River
LIBR5,LIBR,Illinois River
LIBR6,LIBR,Illinois River
LIBR7,LIBR,Illinois River
LIBR8,LIBR,Illinois River
LIBR9,LIBR,Illinois River
PAHO1,PAHO,Illinois River
PAHO10,PAHO,Illinois River
PAHO2,PAHO,Illinois River
PAHO3,PAHO,Illinois River
PAHO4,PAHO,Illinois River
PAHO5,PAHO,Illinois River
PAHO6,PAHO,Illinois River
PAHO7,PAHO,Illinois River
PAHO8,PAHO,Illinois River
PAHO9,PAHO,Illinois River
SVGC1,SVGC,Illinois River
SVGC10,SVGC,Illinois River
SVGC2,SVGC,Illinois River
SVGC3,SVGC,Illinois River
SVGC4,SVGC,Illinois River
SVGC5,SVGC,Illinois River
SVGC6,SVGC,Illinois River
SVGC7,SVGC,Illinois River
SVGC8,SVGC,Illinois River
SVGC9,SVGC,Illinois River
TUSPR1,TUSPR,Illinois River
TUSPR10,TUSPR,Illinois River
TUSPR2,TUSPR,Illinois River
TUSPR3,TUSPR,Illinois River
TUSPR4,TUSPR,Illinois River
TUSPR5,TUSPR,Illinois River
TUSPR6,TUSPR,Illinois River
TUSPR7,TUSPR,Illinois River
TUSPR8,TUSPR,Illinois River
TUSPR9,TUSPR,Illinois River
WISPR10,WISPR,Illinois River
WISPR5,WISPR,Illinois River
WISPR6,WISPR,Illinois River
WISPR7,WISPR,Illinois River
WISPR8,WISPR,Illinois River
WISPR9,WISPR,Illinois River
